Image File,Caption,Tokenized Caption,Encoded Tokens
img/insta18583,<start> Luigi-Mario....Mario-Luigi  <end>,"['<start>', 'luigi-mario', '....', 'mario-luigi', '<end>']","[2, 8435, 1, 8436, 3]"
img/insta18584,<start> KenTySkyeCarVis   <end>,"['<start>', 'kentyskyecarvis', '<end>']","[2, 8437, 3]"
img/insta18585,<start> excuse me sir. what's the time?  <end>,"['<start>', 'excuse', 'me', 'sir', '.', 'what', ""'s"", 'the', 'time', '?', '<end>']","[2, 1842, 14, 865, 1, 46, 437, 5, 42, 412, 3]"
img/insta18587,"<start> happy birthday to my dad, my everything!  <end>","['<start>', 'happy', 'birthday', 'to', 'my', 'dad', ',', 'my', 'everything', '!', '<end>']","[2, 21, 39, 9, 4, 234, 1, 4, 253, 133, 3]"
img/insta18588,"<start> blood, sweat, and only like one little tear.  <end>","['<start>', 'blood', ',', 'sweat', ',', 'and', 'only', 'like', 'one', 'little', 'tear', '.', '<end>']","[2, 1908, 1, 960, 1, 12, 164, 37, 56, 44, 1834, 1, 3]"
img/insta18589,<start> Mowgli   <end>,"['<start>', 'mowgli', '<end>']","[2, 8438, 3]"
img/insta18591,<start> let's get the whip and go  <end>,"['<start>', 'let', ""'s"", 'get', 'the', 'whip', 'and', 'go', '<end>']","[2, 192, 437, 64, 5, 967, 12, 62, 3]"
img/insta18592,<start> we had a hat party last night   <end>,"['<start>', 'we', 'had', 'a', 'hat', 'party', 'last', 'night', '<end>']","[2, 34, 137, 8, 471, 116, 60, 26, 3]"
img/insta18593,<start> loves   <end>,"['<start>', 'loves', '<end>']","[2, 232, 3]"
img/insta18594,<start> where's the tractor?  <end>,"['<start>', 'where', ""'s"", 'the', 'tractor', '?', '<end>']","[2, 175, 437, 5, 1, 412, 3]"
img/insta18596,<start> picking 's  <end>,"['<start>', 'picking', ""'s"", '<end>']","[2, 1840, 437, 3]"
img/insta18597,<start> remember this?   <end>,"['<start>', 'remember', 'this', '?', '<end>']","[2, 652, 16, 412, 3]"
img/insta18598,<start> NY's psychos   <end>,"['<start>', 'ny', ""'s"", 'psychos', '<end>']","[2, 479, 437, 8441, 3]"
img/insta18600,<start> daddy×kenny×kyles  <end>,"['<start>', 'daddy×kenny×kyles', '<end>']","[2, 8442, 3]"
img/insta18601,<start> just flipping through   <end>,"['<start>', 'just', 'flipping', 'through', '<end>']","[2, 31, 4190, 481, 3]"
img/insta18602,<start> the movie is always better the 3rd time?  <end>,"['<start>', 'the', 'movie', 'is', 'always', 'better', 'the', '3rd', 'time', '?', '<end>']","[2, 5, 504, 18, 69, 203, 5, 2151, 42, 412, 3]"
img/insta18603,<start> snuggs  <end>,"['<start>', 'snuggs', '<end>']","[2, 8443, 3]"
img/insta18604,<start> vibes  <end>,"['<start>', 'vibes', '<end>']","[2, 163, 3]"
img/insta18607,<start> Weeknd at the bowl  <end>,"['<start>', 'weeknd', 'at', 'the', 'bowl', '<end>']","[2, 2947, 22, 5, 1672, 3]"
img/insta18608,"<start> ummmm hi Trav, ya I'm driving...  <end>","['<start>', 'ummmm', 'hi', 'trav', ',', 'ya', 'i', ""'m"", 'driving', '...', '<end>']","[2, 3252, 102, 4550, 1, 244, 6, 1, 1688, 1, 3]"
img/insta18609,<start> the flashes   <end>,"['<start>', 'the', 'flashes', '<end>']","[2, 5, 8444, 3]"
img/insta18610,<start> J's disguise  <end>,"['<start>', 'j', ""'s"", 'disguise', '<end>']","[2, 1093, 437, 4551, 3]"
img/insta18611,<start> after hours at il mulino  <end>,"['<start>', 'after', 'hours', 'at', 'il', 'mulino', '<end>']","[2, 197, 360, 22, 4552, 8446, 3]"
img/insta18612,<start> pay no mind  <end>,"['<start>', 'pay', 'no', 'mind', '<end>']","[2, 3203, 74, 473, 3]"
img/insta18613,<start> lonely cloud  <end>,"['<start>', 'lonely', 'cloud', '<end>']","[2, 2153, 2457, 3]"
img/insta18614,<start> sleepy dark Bambi  <end>,"['<start>', 'sleepy', 'dark', 'bambi', '<end>']","[2, 712, 667, 2864, 3]"
img/insta18615,<start> free the nipple  <end>,"['<start>', 'free', 'the', 'nipple', '<end>']","[2, 1016, 5, 8447, 3]"
img/insta18618,<start> only brings this out of me  <end>,"['<start>', 'only', 'brings', 'this', 'out', 'of', 'me', '<end>']","[2, 164, 4553, 16, 30, 19, 14, 3]"
img/insta18619,<start> yahh  <end>,"['<start>', 'yahh', '<end>']","[2, 8448, 3]"
img/insta18620,<start> LOL so much Balmain booty!!!  <end>,"['<start>', 'lol', 'so', 'much', 'balmain', 'booty', '!', '!', '!', '<end>']","[2, 53, 24, 79, 310, 971, 133, 133, 133, 3]"
img/insta18621,<start> BELL-BOTTOMS  <end>,"['<start>', 'bell-bottoms', '<end>']","[2, 8450, 3]"
img/insta18622,<start> Jazz is Paris and Paris is Jazz  <end>,"['<start>', 'jazz', 'is', 'paris', 'and', 'paris', 'is', 'jazz', '<end>']","[2, 2169, 18, 160, 12, 160, 18, 2169, 3]"
img/insta18624,<start> dreamworld. goodnight   <end>,"['<start>', 'dreamworld', '.', 'goodnight', '<end>']","[2, 8451, 1, 262, 3]"
img/insta18625,<start> this is amazing   <end>,"['<start>', 'this', 'is', 'amazing', '<end>']","[2, 16, 18, 140, 3]"
img/insta18626,<start> bob?   <end>,"['<start>', 'bob', '?', '<end>']","[2, 2927, 412, 3]"
img/insta18627,<start> Milano gelato  <end>,"['<start>', 'milano', 'gelato', '<end>']","[2, 3235, 8453, 3]"
img/insta18628,<start> Dolce & Gabbana finale. front and center  <end>,"['<start>', 'dolce', '&', 'gabbana', 'finale', '.', 'front', 'and', 'center', '<end>']","[2, 819, 25, 3023, 4554, 1, 585, 12, 3843, 3]"
img/insta18629,<start> backstage touch ups with my love at Bottega Veneta  <end>,"['<start>', 'backstage', 'touch', 'ups', 'with', 'my', 'love', 'at', 'bottega', 'veneta', '<end>']","[2, 441, 613, 3239, 13, 4, 11, 22, 8454, 8455, 3]"
img/insta18630,<start> my baby Karlito!  <end>,"['<start>', 'my', 'baby', 'karlito', '!', '<end>']","[2, 4, 38, 1, 133, 3]"
img/insta18633,<start> you can't sit with us  <end>,"['<start>', 'you', 'ca', ""n't"", 'sit', 'with', 'us', '<end>']","[2, 7, 2123, 1, 1359, 13, 109, 3]"
img/insta18634,"<start> pizza, Duomo, pigeons...lady in a yellow shirt  <end>","['<start>', 'pizza', ',', 'duomo', ',', 'pigeons', '...', 'lady', 'in', 'a', 'yellow', 'shirt', '<end>']","[2, 1465, 1, 8457, 1, 8458, 1, 298, 10, 8, 919, 646, 3]"
img/insta18636,<start> Happy Birthday   <end>,"['<start>', 'happy', 'birthday', '<end>']","[2, 21, 39, 3]"
img/insta18637,<start> big girl chair  <end>,"['<start>', 'big', 'girl', 'chair', '<end>']","[2, 105, 88, 2021, 3]"
img/insta18638,<start> perv   <end>,"['<start>', 'perv', '<end>']","[2, 8459, 3]"
img/insta18639,<start> blurred lines   <end>,"['<start>', 'blurred', 'lines', '<end>']","[2, 3253, 2527, 3]"
img/insta18640,<start> DAGGERS   <end>,"['<start>', 'daggers', '<end>']","[2, 8460, 3]"
img/insta18641,<start> donuts? dancer? donuts.  <end>,"['<start>', 'donuts', '?', 'dancer', '?', 'donuts', '.', '<end>']","[2, 8463, 412, 4175, 412, 8463, 1, 3]"
img/insta18642,<start> currently...  <end>,"['<start>', 'currently', '...', '<end>']","[2, 1234, 1, 3]"
img/insta18644,<start> 2 and 3   <end>,"['<start>', '2', 'and', '3', '<end>']","[2, 93, 12, 206, 3]"
img/insta18645,<start> it's getting HOT in here!  <end>,"['<start>', 'it', ""'s"", 'getting', 'hot', 'in', 'here', '!', '<end>']","[2, 20, 437, 112, 355, 10, 100, 133, 3]"
img/insta18647,<start> regal?  <end>,"['<start>', 'regal', '?', '<end>']","[2, 1, 412, 3]"
img/insta18648,<start> coming soon!  <end>,"['<start>', 'coming', 'soon', '!', '<end>']","[2, 120, 136, 133, 3]"
img/insta18649,<start> sounds about right  <end>,"['<start>', 'sounds', 'about', 'right', '<end>']","[2, 8465, 115, 119, 3]"
img/insta18651,<start> Miles makes me giggle.  <end>,"['<start>', 'miles', 'makes', 'me', 'giggle', '.', '<end>']","[2, 1891, 502, 14, 8466, 1, 3]"
img/insta18652,<start> right here  <end>,"['<start>', 'right', 'here', '<end>']","[2, 119, 100, 3]"
img/insta18655,<start> s'cute!  <end>,"['<start>', ""s'cute"", '!', '<end>']","[2, 1, 133, 3]"
img/insta18656,<start> Yeezus just rose again  <end>,"['<start>', 'yeezus', 'just', 'rose', 'again', '<end>']","[2, 801, 31, 639, 184, 3]"
img/insta18657,<start> suckling on my Teen Vogue.  <end>,"['<start>', 'suckling', 'on', 'my', 'teen', 'vogue', '.', '<end>']","[2, 8468, 17, 4, 1246, 285, 1, 3]"
img/insta18659,<start> he wiped it off after   <end>,"['<start>', 'he', 'wiped', 'it', 'off', 'after', '<end>']","[2, 161, 8469, 20, 122, 197, 3]"
img/insta18661,<start> let's all meet at my place...  <end>,"['<start>', 'let', ""'s"", 'all', 'meet', 'at', 'my', 'place', '...', '<end>']","[2, 192, 437, 32, 304, 22, 4, 300, 1, 3]"
img/insta18666,<start> best group selfie ever?  <end>,"['<start>', 'best', 'group', 'selfie', 'ever', '?', '<end>']","[2, 47, 1172, 145, 170, 412, 3]"
img/insta18667,<start> RIP  <end>,"['<start>', 'rip', '<end>']","[2, 537, 3]"
img/insta18669,<start> sassy pants  <end>,"['<start>', 'sassy', 'pants', '<end>']","[2, 2762, 840, 3]"
img/insta18670,<start> my best friend  <end>,"['<start>', 'my', 'best', 'friend', '<end>']","[2, 4, 47, 107, 3]"
img/insta18671,<start> happy birthday to my teeny tiny baby sister I love you!  <end>,"['<start>', 'happy', 'birthday', 'to', 'my', 'teeny', 'tiny', 'baby', 'sister', 'i', 'love', 'you', '!', '<end>']","[2, 21, 39, 9, 4, 2784, 903, 38, 124, 6, 11, 7, 133, 3]"
img/insta18672,<start> this is everything...  <end>,"['<start>', 'this', 'is', 'everything', '...', '<end>']","[2, 16, 18, 253, 1, 3]"
img/insta18675,"<start> this is our elephant friend, Billard.  <end>","['<start>', 'this', 'is', 'our', 'elephant', 'friend', ',', 'billard', '.', '<end>']","[2, 16, 18, 76, 2185, 107, 1, 8471, 1, 3]"
img/insta18676,<start> J  <end>,"['<start>', 'j', '<end>']","[2, 1093, 3]"
img/insta18677,<start> city slumber party in   <end>,"['<start>', 'city', 'slumber', 'party', 'in', '<end>']","[2, 223, 1806, 116, 10, 3]"
img/insta18680,<start> sooo many pictures  <end>,"['<start>', 'sooo', 'many', 'pictures', '<end>']","[2, 1015, 440, 1025, 3]"
img/insta18681,<start> love child  <end>,"['<start>', 'love', 'child', '<end>']","[2, 11, 799, 3]"
img/insta18682,<start> 's birthday!!!   <end>,"['<start>', ""'s"", 'birthday', '!', '!', '!', '<end>']","[2, 437, 39, 133, 133, 133, 3]"
img/insta18683,<start> with the boys  <end>,"['<start>', 'with', 'the', 'boys', '<end>']","[2, 13, 5, 118, 3]"
img/insta18685,<start> happy birthday !!! let's get crazy tonight!   <end>,"['<start>', 'happy', 'birthday', '!', '!', '!', 'let', ""'s"", 'get', 'crazy', 'tonight', '!', '<end>']","[2, 21, 39, 133, 133, 133, 192, 437, 64, 397, 66, 133, 3]"
img/insta18686,<start> where am I?  <end>,"['<start>', 'where', 'am', 'i', '?', '<end>']","[2, 175, 240, 6, 412, 3]"
img/insta18687,<start> 3 skies  <end>,"['<start>', '3', 'skies', '<end>']","[2, 206, 1925, 3]"
img/insta18691,<start> more from LOVE   <end>,"['<start>', 'more', 'from', 'love', '<end>']","[2, 72, 52, 11, 3]"
img/insta18692,<start>  baby bee  <end>,"['<start>', 'baby', 'bee', '<end>']","[2, 38, 3254, 3]"
img/insta18693,<start> sure is  <end>,"['<start>', 'sure', 'is', '<end>']","[2, 1052, 18, 3]"
img/insta18694,<start> andddd my COVER of LOVE is finally here!!   <end>,"['<start>', 'andddd', 'my', 'cover', 'of', 'love', 'is', 'finally', 'here', '!', '!', '<end>']","[2, 8472, 4, 111, 19, 11, 18, 781, 100, 133, 133, 3]"
img/insta18695,<start> our teeny tiny mascot  <end>,"['<start>', 'our', 'teeny', 'tiny', 'mascot', '<end>']","[2, 76, 2784, 903, 3150, 3]"
img/insta18696,<start> sibling rivalry  <end>,"['<start>', 'sibling', 'rivalry', '<end>']","[2, 8473, 3837, 3]"
img/insta18697,"<start> hangin by the beach, just tryin' to be a fountain  <end>","['<start>', 'hangin', 'by', 'the', 'beach', ',', 'just', 'tryin', ""'"", 'to', 'be', 'a', 'fountain', '<end>']","[2, 1533, 28, 5, 225, 1, 31, 1, 5223, 9, 41, 8, 2885, 3]"
img/insta18698,<start> off to the races!   <end>,"['<start>', 'off', 'to', 'the', 'races', '!', '<end>']","[2, 122, 9, 5, 13445, 133, 3]"
img/insta18699,<start> on top of the world  <end>,"['<start>', 'on', 'top', 'of', 'the', 'world', '<end>']","[2, 17, 237, 19, 5, 188, 3]"
img/insta18700,<start> girls getaway   <end>,"['<start>', 'girls', 'getaway', '<end>']","[2, 103, 1771, 3]"
img/insta18701,<start> I love baby love  <end>,"['<start>', 'i', 'love', 'baby', 'love', '<end>']","[2, 6, 11, 38, 11, 3]"
img/insta18702,<start> me by and for  <end>,"['<start>', 'me', 'by', 'and', 'for', '<end>']","[2, 14, 28, 12, 15, 3]"
img/insta18703,<start> advice from Lucy   <end>,"['<start>', 'advice', 'from', 'lucy', '<end>']","[2, 8476, 52, 3256, 3]"
img/insta18704,<start> like a polaroid picture  <end>,"['<start>', 'like', 'a', 'polaroid', 'picture', '<end>']","[2, 37, 8, 4555, 399, 3]"
img/insta18707,<start> a great time tonight with all these beautiful people  <end>,"['<start>', 'a', 'great', 'time', 'tonight', 'with', 'all', 'these', 'beautiful', 'people', '<end>']","[2, 8, 99, 42, 66, 13, 32, 75, 86, 202, 3]"
img/insta18709,<start> she looks up to ME  <end>,"['<start>', 'she', 'looks', 'up', 'to', 'me', '<end>']","[2, 78, 291, 29, 9, 14, 3]"
img/insta18710,<start> happy birthday Poosh!!!  <end>,"['<start>', 'happy', 'birthday', 'poosh', '!', '!', '!', '<end>']","[2, 21, 39, 1, 133, 133, 133, 3]"
img/insta18712,<start> a very mature breakfast  <end>,"['<start>', 'a', 'very', 'mature', 'breakfast', '<end>']","[2, 8, 269, 4556, 510, 3]"
img/insta18713,<start> I mishhhh you guys  <end>,"['<start>', 'i', 'mishhhh', 'you', 'guys', '<end>']","[2, 6, 8478, 7, 123, 3]"
img/insta18715,<start> boating with LD  <end>,"['<start>', 'boating', 'with', 'ld', '<end>']","[2, 8479, 13, 2528, 3]"
img/insta18716,<start> look out  <end>,"['<start>', 'look', 'out', '<end>']","[2, 54, 30, 3]"
img/insta18719,<start> I know you   <end>,"['<start>', 'i', 'know', 'you', '<end>']","[2, 6, 90, 7, 3]"
img/insta18721,"<start> dancing under my friend, the moon   <end>","['<start>', 'dancing', 'under', 'my', 'friend', ',', 'the', 'moon', '<end>']","[2, 1128, 816, 4, 107, 1, 5, 484, 3]"
img/insta18723,<start> look at this hot birthday babe and her GRILLZZZ!!!   <end>,"['<start>', 'look', 'at', 'this', 'hot', 'birthday', 'babe', 'and', 'her', 'grillzzz', '!', '!', '!', '<end>']","[2, 54, 22, 16, 355, 39, 513, 12, 85, 1, 133, 133, 133, 3]"
img/insta18724,<start> my ad for the next by and   <end>,"['<start>', 'my', 'ad', 'for', 'the', 'next', 'by', 'and', '<end>']","[2, 4, 1139, 15, 5, 191, 28, 12, 3]"
img/insta18725,<start> night   <end>,"['<start>', 'night', '<end>']","[2, 26, 3]"
img/insta18726,<start> KIDCHELLA   <end>,"['<start>', 'kidchella', '<end>']","[2, 2905, 3]"
img/insta18729,<start> the campaign! thank you. YOU'RE AMAZING  <end>,"['<start>', 'the', 'campaign', '!', 'thank', 'you', '.', 'you', ""'re"", 'amazing', '<end>']","[2, 5, 879, 133, 27, 7, 1, 7, 1, 140, 3]"
img/insta18730,<start> PPPPPP!!!   <end>,"['<start>', 'pppppp', '!', '!', '!', '<end>']","[2, 1, 133, 133, 133, 3]"
img/insta18732,<start> why do one slit when you can do TWO!?  <end>,"['<start>', 'why', 'do', 'one', 'slit', 'when', 'you', 'can', 'do', 'two', '!', '?', '<end>']","[2, 257, 65, 56, 8482, 57, 7, 101, 65, 218, 133, 412, 3]"
img/insta18734,<start> started off fun....didn't end so well  <end>,"['<start>', 'started', 'off', 'fun', '....', 'did', ""n't"", 'end', 'so', 'well', '<end>']","[2, 1668, 122, 89, 1, 239, 1, 527, 24, 379, 3]"
img/insta18737,<start> love this sketch!  <end>,"['<start>', 'love', 'this', 'sketch', '!', '<end>']","[2, 11, 16, 3064, 133, 3]"
img/insta18743,<start> ...I'm being watched  <end>,"['<start>', '...', 'i', ""'m"", 'being', 'watched', '<end>']","[2, 1, 6, 1, 344, 8484, 3]"
img/insta18744,<start> chillin  <end>,"['<start>', 'chillin', '<end>']","[2, 417, 3]"
img/insta18747,<start> all time favorite  good morning  <end>,"['<start>', 'all', 'time', 'favorite', 'good', 'morning', '<end>']","[2, 32, 42, 126, 33, 55, 3]"
img/insta18748,<start> strolling around the palace  <end>,"['<start>', 'strolling', 'around', 'the', 'palace', '<end>']","[2, 3042, 347, 5, 2529, 3]"
img/insta18749,<start> superpowerssss   <end>,"['<start>', 'superpowerssss', '<end>']","[2, 8485, 3]"
img/insta18750,<start> with Al   <end>,"['<start>', 'with', 'al', '<end>']","[2, 13, 4112, 3]"
img/insta18751,<start> last night dancing in the rain with   <end>,"['<start>', 'last', 'night', 'dancing', 'in', 'the', 'rain', 'with', '<end>']","[2, 60, 26, 1128, 10, 5, 796, 13, 3]"
img/insta18755,<start> killin itttttttt   <end>,"['<start>', 'killin', 'itttttttt', '<end>']","[2, 1357, 8486, 3]"
img/insta18757,<start> not sure...but lots of love!   <end>,"['<start>', 'not', 'sure', '...', 'but', 'lots', 'of', 'love', '!', '<end>']","[2, 84, 1052, 1, 71, 1943, 19, 11, 133, 3]"
img/insta18758,<start> a little side boob never hurt nobody   <end>,"['<start>', 'a', 'little', 'side', 'boob', 'never', 'hurt', 'nobody', '<end>']","[2, 8, 44, 338, 4557, 113, 895, 776, 3]"
img/insta18759,<start> magic  <end>,"['<start>', 'magic', '<end>']","[2, 1069, 3]"
img/insta18760,<start> thoroughly enjoying the South of France   <end>,"['<start>', 'thoroughly', 'enjoying', 'the', 'south', 'of', 'france', '<end>']","[2, 8487, 1284, 5, 1549, 19, 1370, 3]"
img/insta18761,<start> no ones putting a ring on it so I put 2 ....  <end>,"['<start>', 'no', 'ones', 'putting', 'a', 'ring', 'on', 'it', 'so', 'i', 'put', '2', '....', '<end>']","[2, 74, 923, 1976, 8, 952, 17, 20, 24, 6, 404, 93, 1, 3]"
img/insta18762,<start> hi Cannes!  <end>,"['<start>', 'hi', 'cannes', '!', '<end>']","[2, 102, 691, 133, 3]"
img/insta18763,<start> throwback to elephant kisses in Thailand   <end>,"['<start>', 'throwback', 'to', 'elephant', 'kisses', 'in', 'thailand', '<end>']","[2, 158, 9, 2185, 364, 10, 563, 3]"
img/insta18764,<start> matching? nooooo  <end>,"['<start>', 'matching', '?', 'nooooo', '<end>']","[2, 779, 412, 8489, 3]"
img/insta18765,<start> hold me like child  <end>,"['<start>', 'hold', 'me', 'like', 'child', '<end>']","[2, 500, 14, 37, 799, 3]"
img/insta18767,<start> I would go anywhere tonight  <end>,"['<start>', 'i', 'would', 'go', 'anywhere', 'tonight', '<end>']","[2, 6, 432, 62, 8490, 66, 3]"
img/insta18768,<start> this is heartbreaking. please help raise awareness! let's  <end>,"['<start>', 'this', 'is', 'heartbreaking', '.', 'please', 'help', 'raise', 'awareness', '!', 'let', ""'s"", '<end>']","[2, 16, 18, 4558, 1, 351, 538, 3087, 4115, 133, 192, 437, 3]"
img/insta18771,<start> last night™   <end>,"['<start>', 'last', 'night™', '<end>']","[2, 60, 8491, 3]"
img/insta18772,<start>  !!  <end>,"['<start>', '!', '!', '<end>']","[2, 133, 133, 3]"
img/insta18773,<start> me&rih   <end>,"['<start>', 'me', '&', 'rih', '<end>']","[2, 14, 25, 6204, 3]"
img/insta18775,<start> nope. can't sit.   <end>,"['<start>', 'nope', '.', 'ca', ""n't"", 'sit', '.', '<end>']","[2, 3186, 1, 2123, 1, 1359, 1, 3]"
img/insta18776,<start> Colonel Tennessee  <end>,"['<start>', 'colonel', 'tennessee', '<end>']","[2, 8493, 8494, 3]"
img/insta18777,<start> Moi. The man usually behind the camera  <end>,"['<start>', 'moi', '.', 'the', 'man', 'usually', 'behind', 'the', 'camera', '<end>']","[2, 1867, 1, 5, 131, 2148, 464, 5, 494, 3]"
img/insta18778,<start> the holy paper towels  <end>,"['<start>', 'the', 'holy', 'paper', 'towels', '<end>']","[2, 5, 2530, 2531, 2532, 3]"
img/insta18780,<start> tea. a hug in a cup.  <end>,"['<start>', 'tea', '.', 'a', 'hug', 'in', 'a', 'cup', '.', '<end>']","[2, 514, 1, 8, 2476, 10, 8, 1140, 1, 3]"
img/insta18781,<start> cuddling with my new buddy...he's playing with my hair   <end>,"['<start>', 'cuddling', 'with', 'my', 'new', 'buddy', '...', 'he', ""'s"", 'playing', 'with', 'my', 'hair', '<end>']","[2, 1877, 13, 4, 23, 453, 1, 161, 437, 463, 13, 4, 83, 3]"
img/insta18784,<start>  night  <end>,"['<start>', 'night', '<end>']","[2, 26, 3]"
img/insta18785,<start> Polar bear  <end>,"['<start>', 'polar', 'bear', '<end>']","[2, 4559, 499, 3]"
img/insta18788,<start> thug life.  <end>,"['<start>', 'thug', 'life', '.', '<end>']","[2, 1202, 50, 1, 3]"
img/insta18790,"<start> oh hey, I found trav lol  <end>","['<start>', 'oh', 'hey', ',', 'i', 'found', 'trav', 'lol', '<end>']","[2, 87, 185, 1, 6, 217, 4550, 53, 3]"
img/insta18793,<start> buddy  <end>,"['<start>', 'buddy', '<end>']","[2, 453, 3]"
img/insta18795,<start> lol... one of my fav 's  <end>,"['<start>', 'lol', '...', 'one', 'of', 'my', 'fav', ""'s"", '<end>']","[2, 53, 1, 56, 19, 4, 241, 437, 3]"
